Year,State,City,Domestic Visitors,Foreign Visitors,Total Visitors,Revenue,Revenue Unit
2013,Telangana,Warangal,743719.0,38387.0,782106.0,112.43,Crores
2007,Karnataka,Mangaluru,625435.0,48962.0,674397.0,101.42,Crores
2010,Karnataka,Bengaluru,2105974.0,151251.0,2257225.0,369.01,Crores
2007,Andhra Pradesh,Kurnool,256093.0,11608.0,267701.0,38.68,Crores
2009,Kerala,Alappuzha,408588.0,31442.0,440030.0,75.95,Crores
2010,Tamil Nadu,Coimbatore,1293208.0,81886.0,1375094.0,193.39,Crores
2010,Tamil Nadu,Chennai,2560133.0,255800.0,2815933.0,371.97,Crores
2012,Tamil Nadu,Ooty,842873.0,89689.0,932562.0,192.54,Crores
2013,Kerala,Kozhikode,411857.0,27300.0,439157.0,61.82,Crores
2015,Andhra Pradesh,Kurnool,375423.0,27895.0,403318.0,56.54,Crores
2012,Kerala,Thiruvananthapuram,841515.0,71798.0,913313.0,176.6,Crores
2007,Karnataka,Mysuru,784203.0,65408.0,849611.0,162.26,Crores
2012,Karnataka,Coorg,520348.0,42388.0,562736.0,117.55,Crores
2011,Karnataka,Coorg,498056.0,53792.0,551848.0,97.72,Crores
2005,Kerala,Kozhikode,283237.0,29486.0,312723.0,47.94,Crores
2013,Telangana,Khammam,364625.0,28839.0,393464.0,65.68,Crores
2011,Andhra Pradesh,Tirupati,481307.0,31342.0,512649.0,104.19,Crores
2011,Karnataka,Bengaluru,2047198.0,130143.0,2177341.0,453.27,Crores
2013,Tamil Nadu,Coimbatore,1351911.0,71436.0,1423347.0,244.06,Crores
2013,Karnataka,Coorg,556446.0,26366.0,582812.0,89.01,Crores
2007,Tamil Nadu,Thanjavur,554761.0,44283.0,599044.0,82.74,Crores
2014,Telangana,Khammam,403342.0,41915.0,445257.0,82.9,Crores
2013,Tamil Nadu,Thanjavur,721963.0,36325.0,758288.0,158.2,Crores
2007,Tamil Nadu,Madurai,891665.0,84267.0,975932.0,147.74,Crores
2011,Tamil Nadu,Coimbatore,1365761.0,71330.0,1437091.0,250.54,Crores
2012,Kerala,Alappuzha,481126.0,40099.0,521225.0,86.16,Crores
2014,Kerala,Alappuzha,525291.0,55375.0,580666.0,118.89,Crores
2005,Karnataka,Coorg,380649.0,31786.0,412435.0,55.34,Crores
2006,Kerala,Alappuzha,382222.0,38850.0,421072.0,85.2,Crores
2005,Kerala,Kochi,1276260.0,71577.0,1347837.0,183.11,Crores
2012,Karnataka,Mysuru,1055564.0,89911.0,1145475.0,185.84,Crores
2016,Telangana,Karimnagar,536409.0,31285.0,567694.0,88.78,Crores
2006,Telangana,Karimnagar,329838.0,15633.0,345471.0,63.86,Crores
2005,Andhra Pradesh,Kurnool,221609.0,10623.0,232232.0,36.99,Crores
2012,Tamil Nadu,Coimbatore,1288416.0,130396.0,1418812.0,288.25,Crores
2010,Kerala,Thiruvananthapuram,784082.0,39936.0,824018.0,130.8,Crores
2006,Kerala,Thiruvananthapuram,606594.0,30331.0,636925.0,99.41,Crores
2011,Karnataka,Hampi,595804.0,65265.0,661069.0,9033.0,Lakhs
2010,Tamil Nadu,Madurai,1020481.0,87640.0,1108121.0,231.57,Crores
2009,Telangana,Karimnagar,366409.0,18888.0,385297.0,50.72,Crores
2013,Kerala,Munnar,685280.0,41638.0,726918.0,112.11,Crores
2007,Kerala,Kochi,1349709.0,70692.0,1420401.0,302.86,Crores
2016,Andhra Pradesh,Vijayawada,738336.0,34443.0,772779.0,111.32,Crores
2015,Tamil Nadu,Chennai,3111309.0,330075.0,3441384.0,641.8,Crores
2016,Andhra Pradesh,Tirupati,612687.0,53812.0,666499.0,88.27,Crores
2005,Andhra Pradesh,Tirupati,380149.0,40321.0,420470.0,88.52,Crores
2009,Kerala,Kozhikode,343725.0,25160.0,368885.0,61.19,Crores
2013,Kerala,Alappuzha,504417.0,23356.0,527773.0,83.91,Crores
2011,Kerala,Thiruvananthapuram,793316.0,65829.0,859145.0,181.37,Crores
2014,Karnataka,Coorg,553643.0,29751.0,583394.0,79.17,Crores
2010,Kerala,Alappuzha,455722.0,33791.0,489513.0,76.55,Crores
2009,Andhra Pradesh,Visakhapatnam,1167987.0,100775.0,1268762.0,170.11,Crores
2008,Tamil Nadu,Ooty,659659.0,60661.0,720320.0,111.84,Crores
2008,Karnataka,Mangaluru,687849.0,74172.0,762021.0,165.15,Crores
2013,Karnataka,Mangaluru,834480.0,57646.0,892126.0,154.88,Crores
2006,Tamil Nadu,Coimbatore,1027251.0,53963.0,1081214.0,224.55,Crores
2015,Andhra Pradesh,Visakhapatnam,1567158.0,165472.0,1732630.0,313.37,Crores
2005,Karnataka,Hampi,453596.0,43561.0,497157.0,73.56,Crores
2015,Andhra Pradesh,Tirupati,547664.0,45159.0,592823.0,109.44,Crores
2006,Tamil Nadu,Madurai,848369.0,56423.0,904792.0,122.8,Crores
2005,Tamil Nadu,Thanjavur,519946.0,30573.0,550519.0,80.58,Crores
2010,Andhra Pradesh,Tirupati,455377.0,46767.0,502144.0,81.14,Crores
2005,Telangana,Nizamabad,413385.0,40157.0,453542.0,62.0,Crores
2012,Karnataka,Bengaluru,2290275.0,193302.0,2483577.0,373.97,Crores
2007,Telangana,Hyderabad,1245598.0,112070.0,1357668.0,256.16,Crores
2005,Tamil Nadu,Ooty,614981.0,28496.0,643477.0,139.82,Crores
2006,Andhra Pradesh,Tirupati,399235.0,40301.0,439536.0,57.41,Crores
2012,Andhra Pradesh,Vijayawada,635167.0,64185.0,699352.0,150.68,Crores
2016,Karnataka,Bengaluru,2438738.0,214925.0,2653663.0,387.5,Crores
2016,Andhra Pradesh,Nellore,432963.0,25986.0,458949.0,87.42,Crores
2008,Tamil Nadu,Chennai,2322826.0,251435.0,2574261.0,425.73,Crores
2012,Kerala,Munnar,630714.0,33972.0,664686.0,87.28,Crores
2008,Tamil Nadu,Thanjavur,538012.0,46783.0,584795.0,85.34,Crores
2016,Karnataka,Coorg,595216.0,61529.0,656745.0,97.5,Crores
2006,Andhra Pradesh,Nellore,288791.0,20830.0,309621.0,46.44,Crores
2014,Telangana,Karimnagar,466022.0,48220.0,514242.0,84.62,Crores
2015,Karnataka,Coorg,605867.0,55620.0,661487.0,124.16,Crores
2015,Kerala,Munnar,752884.0,53496.0,806380.0,138.36,Crores
2015,Andhra Pradesh,Vijayawada,731223.0,76750.0,807973.0,156.47,Crores
2013,Tamil Nadu,Ooty,872755.0,41504.0,914259.0,184.63,Crores
2013,Tamil Nadu,Madurai,1097588.0,75379.0,1172967.0,205.63,Crores
2006,Tamil Nadu,Chennai,2254806.0,214505.0,2469311.0,337.47,Crores
2010,Andhra Pradesh,Vijayawada,572859.0,27921.0,600780.0,107.81,Crores
2005,Karnataka,Mysuru,753793.0,48189.0,801982.0,148.42,Crores
2015,Karnataka,Bengaluru,2499326.0,236335.0,2735661.0,571.5,Crores
2015,Kerala,Alappuzha,589076.0,0.0,589076.0,113.58,Crores
2009,Karnataka,Bengaluru,1948018.0,139442.0,2087460.0,303.93,Crores
2010,Andhra Pradesh,Kurnool,290687.0,14991.0,305678.0,42.05,Crores
2012,Andhra Pradesh,Visakhapatnam,1316799.0,126330.0,1443129.0,239.11,Crores
2016,Kerala,Munnar,774603.0,61259.0,835862.0,141.82,Crores
2014,Karnataka,Bengaluru,2321623.0,168673.0,2490296.0,437.51,Crores
2015,Tamil Nadu,Ooty,964050.0,52886.0,1016936.0,160.73,Crores
2015,Telangana,Nizamabad,678231.0,48110.0,726341.0,98.0,Crores
2015,Tamil Nadu,Coimbatore,1522203.0,82279.0,1604482.0,323.24,Crores
2016,Karnataka,Mangaluru,937598.0,102945.0,1040543.0,182.3,Crores
2006,Andhra Pradesh,Visakhapatnam,1046712.0,108068.0,1154780.0,183.17,Crores
2009,Andhra Pradesh,Nellore,312174.0,0.0,312174.0,44.91,Crores
2011,Kerala,Munnar,590988.0,37387.0,628375.0,135.44,Crores
2007,Telangana,Warangal,570181.0,52052.0,622233.0,94.18,Crores
2016,Tamil Nadu,Ooty,973521.0,70317.0,1043838.0,221.64,Crores
2013,Andhra Pradesh,Nellore,389280.0,20745.0,410025.0,63.78,Crores
2013,Telangana,Karimnagar,448878.0,25258.0,474136.0,99.9,Crores
2015,Telangana,Warangal,880953.0,89454.0,970407.0,171.47,Crores
